location,area_m2,bedrooms,bathrooms,floors,frontage,price_million_vnd
"Quận 1, Hồ Chí Minh",,3.0,4.0,5.0,0,5500.0
"Bình Thạnh, Hồ Chí Minh",,,,6.0,0,6000.0
"Bình Thạnh, Hồ Chí Minh",,7.0,7.0,4.0,0,13900.0
"Thủ Đức, Hồ Chí Minh",,,,6.0,0,62.0
"Hồng Bàng, Hải Phòng",,4.0,3.0,5.0,0,3250.0
"Long Biên, Hà Nội",,3.0,3.0,5.0,0,5600.0
"Lê Chân, Hải Phòng",,3.0,3.0,4.0,1,5600.0
"Quận 12, Hồ Chí Minh",,,,2.0,0,3850.0
"Bình Tân, Hồ Chí Minh",,2.0,2.0,4.0,0,3300.0
"Gò Vấp, Hồ Chí Minh",,4.0,6.0,5.0,0,9300.0
"Tân Bình, Hồ Chí Minh",,,,3.0,0,1900.0
"Sơn Trà, Đà Nẵng",,4.0,4.0,3.0,0,6500.0
"Tân Uyên, Bình Dương",,2.0,3.0,2.0,0,2400.0
"Tân Bình, Hồ Chí Minh",,4.0,3.0,5.0,0,9300.0
"Gò Vấp, Hồ Chí Minh",,3.0,3.0,4.0,0,4300.0
"Tân Phú, Hồ Chí Minh",,5.0,4.0,4.0,0,56.0
"Sa Pa, Lào Cai",,,,5.0,0,5100.0
"Tân Phú, Hồ Chí Minh",,2.0,2.0,3.0,0,3500.0
"Gò Vấp, Hồ Chí Minh",,5.0,6.0,5.0,0,8500.0
"Gò Vấp, Hồ Chí Minh",,4.0,5.0,6.0,0,7500.0
"Tân Bình, Hồ Chí Minh",,2.0,2.0,4.0,0,2800.0
"Thủ Đức, Hồ Chí Minh",,10.0,10.0,2.0,0,5400.0
"Bình Thạnh, Hồ Chí Minh",,,,4.0,0,6500.0
"Phú Nhuận, Hồ Chí Minh",,,,4.0,0,6150.0
"Phú Nhuận, Hồ Chí Minh",,,,4.0,0,325.0
"Bình Tân, Hồ Chí Minh",,,,5.0,0,5600.0
"Thủ Đức, Hồ Chí Minh",,2.0,2.0,3.0,0,5800.0
"Tân Phú, Hồ Chí Minh",,4.0,3.0,4.0,0,6980.0
"Hà Đông, Hà Nội",,6.0,7.0,6.0,0,8500.0
"Quận 3, Hồ Chí Minh",,,,3.0,0,5000.0
"Bình Tân, Hồ Chí Minh",,,,3.0,0,4600.0
"Gò Vấp, Hồ Chí Minh",,4.0,4.0,4.0,0,7300.0
"Bình Tân, Hồ Chí Minh",,3.0,3.0,4.0,0,4500.0
"Sơn Trà, Đà Nẵng",,3.0,2.0,4.0,1,3850.0
"Tân Bình, Hồ Chí Minh",,2.0,2.0,4.0,0,4800.0
"Đức Hòa, Long An",,,,3.0,0,680.0
"Quận 11, Hồ Chí Minh",,,,5.0,0,70000.0
"Quận 8, Hồ Chí Minh",,,,3.0,1,11000.0
"Quận 9, Hồ Chí Minh",,3.0,2.0,3.0,0,4200.0
"Long Biên, Hà Nội",,4.0,4.0,5.0,1,12500.0
"Hà Đông, Hà Nội",,6.0,,6.0,0,7300.0
"Tân Bình, Hồ Chí Minh",,7.0,5.0,6.0,0,65.0
"Hoàng Mai, Hà Nội",,5.0,4.0,6.0,0,5460.0
"Bình Tân, Hồ Chí Minh",,6.0,6.0,6.0,0,6380.0
"Bình Tân, Hồ Chí Minh",,,,3.0,0,3300.0
"Quận 7, Hồ Chí Minh",,4.0,5.0,6.0,0,9500.0
"Hà Đông, Hà Nội",,,,6.0,0,3800.0
"Tân Bình, Hồ Chí Minh",,,,5.0,0,5300.0
"Hà Đông, Hà Nội",,3.0,2.0,5.0,0,4250.0
"Hà Đông, Hà Nội",,,,6.0,0,3000.0
"Tân Bình, Hồ Chí Minh",,,,10.0,0,47500.0
"Hai Bà Trưng, Hà Nội",,3.0,4.0,6.0,0,4400.0
"Tân Phú, Hồ Chí Minh",,3.0,3.0,3.0,0,4750.0
"Quận 2, Hồ Chí Minh",,3.0,3.0,4.0,0,6380.0
"Quận 10, Hồ Chí Minh",,3.0,2.0,4.0,0,7000.0
"Thủ Đức, Hồ Chí Minh",,,,6.0,0,22000.0
"Gò Vấp, Hồ Chí Minh",,3.0,4.0,4.0,0,5480.0
"Long Biên, Hà Nội",,3.0,4.0,6.0,0,3500.0
"Quận 11, Hồ Chí Minh",,,,3.0,0,5100.0
"Tân Bình, Hồ Chí Minh",,,,3.0,0,1500.0
"Long Biên, Hà Nội",,4.0,3.0,5.0,0,8400.0
"Bình Tân, Hồ Chí Minh",,,,4.0,0,6600.0
"Bắc Từ Liêm, Hà Nội",,,,6.0,0,5500.0
"Gò Vấp, Hồ Chí Minh",,5.0,,6.0,0,10100.0
"Ngũ Hành Sơn, Đà Nẵng",,,,3.0,1,5500.0
"Đống Đa, Hà Nội",,3.0,3.0,5.0,1,3350.0
"Bình Tân, Hồ Chí Minh",,,,2.0,0,4700.0
"Tân Bình, Hồ Chí Minh",,,,5.0,0,6400.0
"Long Biên, Hà Nội",,4.0,4.0,6.0,0,5000.0
"Tây Hồ, Hà Nội",,3.0,3.0,5.0,1,2500.0
"Tân Phú, Hồ Chí Minh",,3.0,4.0,4.0,0,7700.0
"Gò Vấp, Hồ Chí Minh",,4.0,6.0,5.0,0,8400.0
"Bình Tân, Hồ Chí Minh",,,,6.0,0,14000.0
"Hồng Bàng, Hải Phòng",,4.0,3.0,5.0,0,4600.0
"Quận 2, Hồ Chí Minh",,3.0,2.0,3.0,0,2850.0
"Quận 9, Hồ Chí Minh",,,,4.0,0,2170.0
"Biên Hòa, Đồng Nai",,3.0,2.0,2.0,0,2850.0
"Bình Thạnh, Hồ Chí Minh",,4.0,3.0,4.0,0,4900.0
"Quận 10, Hồ Chí Minh",,4.0,4.0,4.0,0,9000.0
"Quận 12, Hồ Chí Minh",,3.0,2.0,3.0,0,2600.0
"Long Biên, Hà Nội",,4.0,4.0,6.0,1,15400.0
"Long Biên, Hà Nội",,,,5.0,0,38000.0
"Bình Thạnh, Hồ Chí Minh",,5.0,5.0,4.0,0,10500.0
"Hoàn Kiếm, Hà Nội",50.0,4.0,,7.0,0,9000.0
"Gò Vấp, Hồ Chí Minh",,4.0,3.0,3.0,0,3980.0
"Quận 7, Hồ Chí Minh",,6.0,7.0,6.0,1,12000.0
"Tân Bình, Hồ Chí Minh",,5.0,,6.0,0,7800.0
"Tân Phú, Hồ Chí Minh",,3.0,3.0,4.0,1,6950.0
"Hải Châu, Đà Nẵng",,,,3.0,0,3900.0
"Bình Thạnh, Hồ Chí Minh",,2.0,3.0,5.0,0,6800.0
"Bình Tân, Hồ Chí Minh",,,,4.0,0,5400.0
"Quận 3, Hồ Chí Minh",,2.0,2.0,7.0,0,11500.0
"Huế, Thừa Thiên Huế",,,,4.0,0,2190.0
"Thủ Dầu Một, Bình Dương",,4.0,4.0,3.0,0,8400.0
"Bình Tân, Hồ Chí Minh",,2.0,2.0,4.0,1,4500.0
"Quận 10, Hồ Chí Minh",,5.0,6.0,6.0,0,18000.0
"Hồng Bàng, Hải Phòng",,3.0,3.0,5.0,0,3150.0
"Nam Từ Liêm, Hà Nội",,10.0,10.0,7.0,0,5650.0
"Thủ Dầu Một, Bình Dương",,,,2.0,0,480.0
"Bình Thạnh, Hồ Chí Minh",,,,4.0,0,3950.0
"Thủ Đức, Hồ Chí Minh",,,,11.0,0,59000.0
"Bình Tân, Hồ Chí Minh",,5.0,5.0,5.0,0,6400.0
"Bến Cát, Bình Dương",,2.0,2.0,2.0,0,480.0
"Ngũ Hành Sơn, Đà Nẵng",,,,5.0,0,6900.0
"Tân Phú, Hồ Chí Minh",,,,5.0,1,10800.0
"Bình Thạnh, Hồ Chí Minh",,,,3.0,1,40000.0
"Bình Thạnh, Hồ Chí Minh",,2.0,2.0,3.0,1,4000.0
"Quận 1, Hồ Chí Minh",,4.0,4.0,5.0,0,9300.0
"Gò Vấp, Hồ Chí Minh",,3.0,3.0,4.0,0,6400.0
"Quận 10, Hồ Chí Minh",,6.0,6.0,5.0,1,8000.0
"Quận 8, Hồ Chí Minh",,,,4.0,0,9800.0
"Liên Chiểu, Đà Nẵng",,3.0,3.0,4.0,0,355.0
"Quận 9, Hồ Chí Minh",,,,3.0,1,8500.0
"Tân Bình, Hồ Chí Minh",,,,4.0,0,5350.0
"Đống Đa, Hà Nội",,2.0,,3.0,0,3800.0
"Quận 9, Hồ Chí Minh",,5.0,5.0,6.0,1,10000.0
"Đống Đa, Hà Nội",,2.0,3.0,4.0,0,4700.0
"Phú Nhuận, Hồ Chí Minh",,4.0,4.0,6.0,1,12500.0
"Tân Bình, Hồ Chí Minh",,,,3.0,0,2900.0
"Quận 1, Hồ Chí Minh",,5.0,,5.0,0,15800.0
"Hồng Bàng, Hải Phòng",,4.0,4.0,5.0,0,13500.0
"Bình Tân, Hồ Chí Minh",,,,4.0,0,4600.0
"Bình Tân, Hồ Chí Minh",,3.0,3.0,4.0,0,4350.0
"Thanh Xuân, Hà Nội",,,3.0,5.0,0,10500.0
"Biên Hòa, Đồng Nai",,2.0,2.0,2.0,0,950.0
"Thủ Đức, Hồ Chí Minh",,,,3.0,0,455.0
"Gò Vấp, Hồ Chí Minh",,4.0,3.0,5.0,0,4950.0
"Long Biên, Hà Nội",,6.0,4.0,6.0,0,3900.0
"Bình Tân, Hồ Chí Minh",,,,3.0,0,7200.0
"Gò Vấp, Hồ Chí Minh",,2.0,2.0,3.0,0,4490.0
"Huế, Thừa Thiên Huế",,,,5.0,0,1700.0
"Quận 5, Hồ Chí Minh",,6.0,,6.0,1,16000.0
"Gò Vấp, Hồ Chí Minh",,8.0,6.0,6.0,1,18500.0
"Hai Bà Trưng, Hà Nội",,3.0,3.0,5.0,0,3500.0
"Hai Bà Trưng, Hà Nội",,6.0,4.0,6.0,0,10000.0
"Gò Vấp, Hồ Chí Minh",,2.0,2.0,3.0,0,3750.0
"Thủ Đức, Hồ Chí Minh",,4.0,2.0,3.0,1,7000.0
"Hà Đông, Hà Nội",,3.0,2.0,4.0,0,3500.0
"Long Biên, Hà Nội",,4.0,6.0,7.0,1,21500.0
"Tân Bình, Hồ Chí Minh",,7.0,,6.0,1,129.0
"Đống Đa, Hà Nội",,6.0,5.0,6.0,0,4500.0
"Long Biên, Hà Nội",,3.0,3.0,4.0,0,5400.0
"Bình Thạnh, Hồ Chí Minh",,,,3.0,1,3600.0
"Hai Bà Trưng, Hà Nội",,4.0,4.0,5.0,1,25000.0
"Bình Tân, Hồ Chí Minh",,4.0,4.0,4.0,0,6800.0
"Bình Tân, Hồ Chí Minh",,,,4.0,0,6700.0
"Thủ Đức, Hồ Chí Minh",,5.0,4.0,5.0,0,13500.0
"Long Biên, Hà Nội",,5.0,4.0,5.0,0,10300.0
"Thuận An, Bình Dương",,4.0,4.0,3.0,0,2700.0
"Bình Tân, Hồ Chí Minh",,2.0,,5.0,0,2500.0
"Tân Phú, Hồ Chí Minh",,,,5.0,0,4500.0
"Bình Tân, Hồ Chí Minh",,,,3.0,0,3700.0
"Quận 9, Hồ Chí Minh",,3.0,4.0,3.0,0,14700.0
"Long Biên, Hà Nội",,5.0,6.0,5.0,0,6500.0
"Đống Đa, Hà Nội",,3.0,4.0,6.0,0,1750.0
"Hà Đông, Hà Nội",,,,6.0,0,3350.0
"Hải Châu, Đà Nẵng",,3.0,3.0,5.0,0,5600.0
"Quận 5, Hồ Chí Minh",,3.0,3.0,6.0,1,5250.0
"Phú Nhuận, Hồ Chí Minh",,4.0,4.0,3.0,0,8100.0
"Quận 3, Hồ Chí Minh",,,,9.0,1,22000.0
"Long Biên, Hà Nội",,4.0,5.0,7.0,0,62.0
"Nam Từ Liêm, Hà Nội",,3.0,,6.0,0,3150.0
"Gò Vấp, Hồ Chí Minh",,5.0,6.0,6.0,1,13600.0
"Lê Chân, Hải Phòng",,3.0,2.0,4.0,1,4950.0
"Tân Phú, Hồ Chí Minh",,6.0,4.0,5.0,1,4200.0
"Quận 2, Hồ Chí Minh",,4.0,7.0,6.0,0,9900.0
"Quận 10, Hồ Chí Minh",,4.0,5.0,4.0,0,8690.0
"Phú Nhuận, Hồ Chí Minh",,4.0,3.0,4.0,0,4800.0
"Quận 1, Hồ Chí Minh",,,,8.0,1,80000.0
"Quận 7, Hồ Chí Minh",,2.0,2.0,3.0,0,2700.0
"Tân Phú, Hồ Chí Minh",,5.0,4.0,5.0,1,9380.0
"Tân Phú, Hồ Chí Minh",,3.0,,4.0,1,8400.0
"Tân Phú, Hồ Chí Minh",,,,5.0,0,2550.0
"Quận 3, Hồ Chí Minh",,4.0,,4.0,0,42.0
"Phú Nhuận, Hồ Chí Minh",,4.0,4.0,6.0,0,4300.0
"Tân Phú, Hồ Chí Minh",,5.0,5.0,6.0,0,5950.0
"Gò Vấp, Hồ Chí Minh",,3.0,3.0,4.0,1,4200.0
"Ba Đình, Hà Nội",,,,5.0,0,3800.0
"Hoàng Mai, Hà Nội",,3.0,,6.0,0,4500.0
"Quận 11, Hồ Chí Minh",,2.0,,3.0,0,5300.0
"Đống Đa, Hà Nội",,,,7.0,0,5000.0
"Lê Chân, Hải Phòng",,4.0,4.0,5.0,0,14500.0
"Tân Phú, Hồ Chí Minh",,3.0,,3.0,0,4200.0
"Quận 7, Hồ Chí Minh",,2.0,1.0,3.0,0,2800.0
"Thủ Đức, Hồ Chí Minh",,,,6.0,0,26500.0
"Thủ Đức, Hồ Chí Minh",,3.0,2.0,3.0,0,4200.0
"Quận 7, Hồ Chí Minh",,4.0,3.0,5.0,0,7500.0
"Tân Bình, Hồ Chí Minh",,2.0,2.0,4.0,0,2290.0
"Tây Hồ, Hà Nội",,4.0,4.0,5.0,0,3000.0
"Gò Vấp, Hồ Chí Minh",,6.0,5.0,4.0,0,4800.0
"Quận 9, Hồ Chí Minh",,,,3.0,0,5900.0
"Quận 10, Hồ Chí Minh",,,,3.0,0,19270.0
"Châu Thành, Tiền Giang",,3.0,3.0,2.0,0,2300.0
"Quận 3, Hồ Chí Minh",,3.0,4.0,4.0,0,7100.0
"Biên Hòa, Đồng Nai",,3.0,2.0,2.0,0,5900.0
"Quận 7, Hồ Chí Minh",,,,8.0,0,37200.0
"Cầu Giấy, Hà Nội",,4.0,3.0,5.0,0,3980.0
"Quận 5, Hồ Chí Minh",,5.0,,5.0,0,10500.0
"Hóc Môn, Hồ Chí Minh",,,,6.0,0,6000.0
"Bình Thạnh, Hồ Chí Minh",,3.0,3.0,2.0,0,4980.0
"Quận 12, Hồ Chí Minh",,3.0,2.0,2.0,0,3000.0
"Quận 7, Hồ Chí Minh",,4.0,4.0,4.0,0,8000.0
"Quận 8, Hồ Chí Minh",,,,3.0,1,5280.0
"Bình Tân, Hồ Chí Minh",,,,3.0,0,5700.0
"Biên Hòa, Đồng Nai",,3.0,2.0,2.0,0,4990.0
"Bình Thạnh, Hồ Chí Minh",,,,5.0,0,4200.0
"Tân Phú, Hồ Chí Minh",,6.0,5.0,6.0,0,10880.0
"Long Biên, Hà Nội",,4.0,4.0,6.0,0,6900.0
"Quận 9, Hồ Chí Minh",,,,3.0,1,4500.0
"Quận 9, Hồ Chí Minh",,,,3.0,0,3000.0
"Thanh Xuân, Hà Nội",,6.0,4.0,6.0,0,14900.0
"Quận 3, Hồ Chí Minh",,4.0,,5.0,0,10000.0
"Biên Hòa, Đồng Nai",,3.0,2.0,3.0,0,3800.0
"Sơn Trà, Đà Nẵng",,11.0,11.0,5.0,1,11000.0
"Thủ Đức, Hồ Chí Minh",,,,6.0,0,19000.0
"Quận 10, Hồ Chí Minh",,,,5.0,0,195.0
"Bình Tân, Hồ Chí Minh",,,,5.0,0,4200.0
"Cầu Giấy, Hà Nội",,5.0,6.0,9.0,0,16800.0
"Gò Vấp, Hồ Chí Minh",,4.0,3.0,4.0,0,6000.0
"Thủ Đức, Hồ Chí Minh",,,,3.0,0,6500.0
"Thanh Xuân, Hà Nội",,6.0,4.0,7.0,1,11000.0
"Quận 9, Hồ Chí Minh",,,,3.0,0,7600.0
"Quận 7, Hồ Chí Minh",,11.0,11.0,8.0,0,35500.0
"Cầu Giấy, Hà Nội",,4.0,3.0,5.0,0,3800.0
"Quận 5, Hồ Chí Minh",,3.0,3.0,5.0,1,15500.0
"Quận 7, Hồ Chí Minh",,4.0,3.0,5.0,0,7500.0
"Quận 12, Hồ Chí Minh",,3.0,3.0,4.0,1,3350.0
"Bắc Từ Liêm, Hà Nội",,4.0,4.0,6.0,0,5300.0
"Bình Thạnh, Hồ Chí Minh",,5.0,4.0,5.0,0,19500.0
"Tân Bình, Hồ Chí Minh",,6.0,4.0,4.0,0,7700.0
"Long Biên, Hà Nội",,,,5.0,0,5000.0
"Thủ Đức, Hồ Chí Minh",,,,5.0,0,11500.0
"Hoàng Mai, Hà Nội",,4.0,,4.0,0,4850.0
"Hà Đông, Hà Nội",,4.0,3.0,5.0,0,3500.0
"Thanh Xuân, Hà Nội",,8.0,4.0,6.0,1,19500.0
"Biên Hòa, Đồng Nai",,4.0,2.0,2.0,0,3570.0
"Bình Tân, Hồ Chí Minh",,,,5.0,0,35000.0
"Quận 3, Hồ Chí Minh",,8.0,,7.0,0,7000.0
"Bình Tân, Hồ Chí Minh",,,,4.0,0,4850.0
"Quận 10, Hồ Chí Minh",,,,5.0,1,45000.0
"Gò Vấp, Hồ Chí Minh",,2.0,2.0,3.0,1,7500.0
"Gò Vấp, Hồ Chí Minh",,4.0,6.0,5.0,0,7000.0
"Phú Nhuận, Hồ Chí Minh",,3.0,4.0,3.0,0,5700.0
"Gò Vấp, Hồ Chí Minh",,2.0,2.0,4.0,0,2250.0
"Bình Tân, Hồ Chí Minh",,,,3.0,0,5500.0
"Long Biên, Hà Nội",,4.0,5.0,7.0,0,7200.0
"Gò Vấp, Hồ Chí Minh",,3.0,4.0,6.0,0,7600.0
"Ba Đình, Hà Nội",,,,6.0,0,6900.0
"Quận 8, Hồ Chí Minh",,4.0,3.0,4.0,0,3650.0
"Tân Bình, Hồ Chí Minh",,3.0,3.0,4.0,0,6100.0
"Long Biên, Hà Nội",,4.0,5.0,6.0,0,7200.0
"Ngô Quyền, Hải Phòng",,2.0,2.0,3.0,1,9990.0
"Hai Bà Trưng, Hà Nội",,4.0,3.0,5.0,0,3600.0
"Gò Vấp, Hồ Chí Minh",,3.0,2.0,3.0,1,10000.0
"Ba Đình, Hà Nội",,3.0,4.0,7.0,0,4300.0
"Thủ Đức, Hồ Chí Minh",,,,4.0,0,43.0
"Cầu Giấy, Hà Nội",,4.0,3.0,5.0,0,3890.0
"Thủ Đức, Hồ Chí Minh",,,,3.0,0,9200.0
"Tân Phú, Hồ Chí Minh",,4.0,4.0,4.0,0,15000.0
"Hai Bà Trưng, Hà Nội",,,,6.0,0,52.0
"Quận 12, Hồ Chí Minh",,4.0,4.0,5.0,0,4700.0
"Gò Vấp, Hồ Chí Minh",,18.0,19.0,6.0,0,15000.0
"Gò Vấp, Hồ Chí Minh",,3.0,3.0,4.0,0,8900.0
"Bình Thạnh, Hồ Chí Minh",,,3.0,4.0,0,3800.0
"Nha Trang, Khánh Hòa",,5.0,4.0,4.0,0,6900.0
"Quận 9, Hồ Chí Minh",,3.0,3.0,3.0,0,3500.0
"Phú Nhuận, Hồ Chí Minh",,,,6.0,1,40000.0
"Biên Hòa, Đồng Nai",,3.0,2.0,2.0,0,1050.0
"Thủ Đức, Hồ Chí Minh",,,,4.0,1,12500.0
"Quận 12, Hồ Chí Minh",,4.0,5.0,5.0,1,8500.0
"Quận 7, Hồ Chí Minh",,,,5.0,0,4260.0
"Quận 7, Hồ Chí Minh",,4.0,3.0,6.0,1,9500.0
"Bình Thạnh, Hồ Chí Minh",,3.0,3.0,5.0,0,4800.0
"Bình Tân, Hồ Chí Minh",,4.0,4.0,3.0,0,6300.0
"Gò Vấp, Hồ Chí Minh",,4.0,5.0,5.0,1,7400.0
"Bình Thạnh, Hồ Chí Minh",,3.0,3.0,3.0,0,6980.0
"Quận 2, Hồ Chí Minh",,2.0,2.0,3.0,0,4000.0
"Thanh Xuân, Hà Nội",,,,5.0,0,5200.0
"Bình Tân, Hồ Chí Minh",,4.0,,6.0,0,4900.0
"Quận 7, Hồ Chí Minh",,2.0,2.0,3.0,0,4600.0
"Hoàng Mai, Hà Nội",,,4.0,5.0,0,7500.0
"Bình Tân, Hồ Chí Minh",,4.0,4.0,4.0,0,79.0
"Tân Phú, Hồ Chí Minh",,,,6.0,0,4700.0
"Tây Hồ, Hà Nội",,4.0,4.0,7.0,0,6300.0
"Hồng Bàng, Hải Phòng",,4.0,3.0,5.0,0,3950.0
"Hoàng Mai, Hà Nội",,,,4.0,0,3850.0
"Bến Cát, Bình Dương",,2.0,2.0,2.0,0,480.0
"Huế, Thừa Thiên Huế",,,,5.0,1,1680.0
"Quận 4, Hồ Chí Minh",,2.0,2.0,6.0,1,3800.0
"Quận 12, Hồ Chí Minh",,,,5.0,0,6600.0
"Long Biên, Hà Nội",,4.0,5.0,6.0,1,17800.0
"Gò Vấp, Hồ Chí Minh",,3.0,4.0,4.0,0,4900.0
"Tân Phú, Hồ Chí Minh",,4.0,,6.0,0,7300.0
"Phú Nhuận, Hồ Chí Minh",,4.0,4.0,4.0,0,7800.0
"Tân Phú, Hồ Chí Minh",,3.0,3.0,3.0,0,4450.0
"Cẩm Lệ, Đà Nẵng",,,,4.0,1,4200.0
"Hoàng Mai, Hà Nội",,3.0,,6.0,0,3800.0
"Bình Thạnh, Hồ Chí Minh",,5.0,4.0,5.0,0,13800.0
"Hoàng Mai, Hà Nội",,5.0,4.0,6.0,0,5360.0
"Quận 10, Hồ Chí Minh",,7.0,,7.0,1,21500.0
"Quận 9, Hồ Chí Minh",,4.0,4.0,4.0,0,4450.0
"Quận 9, Hồ Chí Minh",,,,4.0,0,7000.0
"Quận 9, Hồ Chí Minh",,4.0,4.0,5.0,0,5700.0
"Phú Nhuận, Hồ Chí Minh",,3.0,4.0,3.0,0,7400.0
"Biên Hòa, Đồng Nai",,2.0,2.0,2.0,0,950.0
"Sơn Trà, An Giang",,24.0,24.0,10.0,0,32000.0
"Gò Vấp, Hồ Chí Minh",,3.0,3.0,4.0,0,4250.0
"Quận 9, Hồ Chí Minh",,,,4.0,0,4700.0
"Bình Thạnh, Hồ Chí Minh",,,,5.0,0,6200.0
"Gò Vấp, Hồ Chí Minh",,3.0,3.0,3.0,0,4980.0
"Gò Vấp, Hồ Chí Minh",,2.0,2.0,2.0,0,3100.0
"Thanh Xuân, Hà Nội",,6.0,4.0,6.0,0,12000.0
"Quận 3, Hồ Chí Minh",,,,6.0,0,67000.0
"An Dương, Hải Phòng",,1.0,1.0,2.0,0,1700.0
"Cầu Giấy, Hà Nội",,,,7.0,0,6500.0
"Quận 9, Hồ Chí Minh",,3.0,2.0,4.0,0,1500.0
"Phú Nhuận, Hồ Chí Minh",,,,5.0,0,77.0
"Bình Tân, Hồ Chí Minh",,2.0,2.0,2.0,0,4850.0
"Quận 8, Hồ Chí Minh",,,,3.0,0,4900.0
"Tây Hồ, Hà Nội",,3.0,3.0,5.0,0,2750.0
"Phú Nhuận, Hồ Chí Minh",,5.0,4.0,5.0,0,3600.0
"Thủ Đức, Hồ Chí Minh",,5.0,4.0,5.0,0,6250.0
"Thanh Xuân, Hà Nội",,4.0,4.0,5.0,1,4300.0
"Tân Phú, Hồ Chí Minh",,3.0,4.0,4.0,0,5500.0
"Tân Phú, Hồ Chí Minh",,2.0,3.0,4.0,1,6200.0
"Hồng Bàng, Hải Phòng",,4.0,3.0,5.0,0,5100.0
"Gò Vấp, Hồ Chí Minh",,4.0,5.0,5.0,0,6500.0
"Tân Bình, Hồ Chí Minh",,3.0,3.0,4.0,0,5000.0
"Tân Phú, Hồ Chí Minh",,,2.0,3.0,0,4000.0
"Bình Tân, Hồ Chí Minh",,8.0,6.0,4.0,1,20000.0
"Thanh Khê, Đà Nẵng",,3.0,4.0,4.0,0,3830.0
"Quận 2, Hồ Chí Minh",,6.0,6.0,5.0,1,18000.0
"Hồng Bàng, Hải Phòng",,4.0,3.0,5.0,0,3300.0
"Tây Hồ, Hà Nội",,3.0,3.0,6.0,0,4600.0
"Hoàng Mai, Hà Nội",,6.0,,6.0,0,7350.0
"Tân Phú, Hồ Chí Minh",,3.0,3.0,4.0,0,4000.0
"Bình Thạnh, Hồ Chí Minh",,,,7.0,0,27000.0
"Hoàng Mai, Hà Nội",,3.0,,5.0,0,4800.0
"Hai Bà Trưng, Hà Nội",,5.0,,6.0,0,18.0
"Thủ Đức, Hồ Chí Minh",,,,3.0,1,46.0
"Sơn Trà, Đà Nẵng",,3.0,2.0,4.0,1,5900.0
"Ngũ Hành Sơn, Đà Nẵng",,,,3.0,0,5500.0
"Quận 7, Hồ Chí Minh",,3.0,3.0,2.0,0,8000.0
"Đống Đa, Hà Nội",,19.0,19.0,9.0,1,15000.0
"Bình Tân, Hồ Chí Minh",,,,3.0,0,3900.0
"Gò Vấp, Hồ Chí Minh",,3.0,3.0,5.0,0,6000.0
"Phú Nhuận, Hồ Chí Minh",,8.0,8.0,6.0,0,6900.0
"Quận 6, Hồ Chí Minh",,4.0,3.0,7.0,0,4980.0
"Thanh Trì, Hà Nội",,4.0,,6.0,0,2950.0
"Quận 7, Hồ Chí Minh",,4.0,4.0,3.0,0,3900.0
"Quận 10, Hồ Chí Minh",,4.0,5.0,5.0,0,8800.0
"Quận 7, Hồ Chí Minh",,,,4.0,0,8700.0
"Quận 10, Hồ Chí Minh",,4.0,5.0,6.0,0,9900.0
"Bình Thạnh, Hồ Chí Minh",,5.0,5.0,4.0,0,10500.0
"Tân Bình, Hồ Chí Minh",,5.0,3.0,6.0,0,5600.0
"Tân Phú, Hồ Chí Minh",,4.0,4.0,4.0,0,6600.0
"Gò Vấp, Hồ Chí Minh",,3.0,3.0,4.0,0,8000.0
"Tân Phú, Hồ Chí Minh",,2.0,2.0,3.0,0,4900.0
"Hai Bà Trưng, Hà Nội",,,,8.0,0,15000.0
"Quận 6, Hồ Chí Minh",,9.0,8.0,7.0,1,18500.0
"Ba Đình, Hà Nội",,4.0,3.0,5.0,0,6000.0
"Quận 10, Hồ Chí Minh",,,,5.0,1,14600.0
"Thủ Đức, Hồ Chí Minh",,,,4.0,0,6100.0
"Thủ Đức, Hồ Chí Minh",,18.0,,5.0,0,11500.0
"Thanh Trì, Hà Nội",,4.0,4.0,5.0,0,8800.0
"Hoài Đức, Hà Nội",,,,4.0,1,3500.0
"Hoàng Mai, Hà Nội",,4.0,,6.0,0,3400.0
"Bình Thạnh, Hồ Chí Minh",,,,4.0,1,17000.0
"Đống Đa, Hà Nội",,5.0,4.0,6.0,0,9900.0
"Thanh Xuân, Hà Nội",,16.0,,9.0,0,20000.0
"Thủ Đức, Hồ Chí Minh",,4.0,5.0,3.0,0,6300.0
"Quận 7, Hồ Chí Minh",,,,4.0,0,10300.0
"Bình Tân, Hồ Chí Minh",,3.0,,3.0,0,2600.0
"Quận 3, Hồ Chí Minh",,,,9.0,1,98000.0
"Huế, Thừa Thiên Huế",,4.0,4.0,5.0,0,9000.0
"Long Biên, Hà Nội",,,,5.0,0,4250.0
"Gò Vấp, Hồ Chí Minh",,4.0,4.0,4.0,0,6500.0
"Gò Vấp, Hồ Chí Minh",,,,6.0,0,9400.0
"Phú Nhuận, Hồ Chí Minh",,4.0,4.0,4.0,0,8800.0
"Phú Nhuận, Hồ Chí Minh",,4.0,4.0,5.0,0,5800.0
"Tân Bình, Hồ Chí Minh",,3.0,,5.0,0,2800.0
"Nam Từ Liêm, Hà Nội",,3.0,2.0,4.0,0,2800.0
"Tây Hồ, Hà Nội",,20.0,,9.0,0,8000.0
"Đống Đa, Hà Nội",,4.0,4.0,6.0,0,13500.0
"Biên Hòa, Đồng Nai",,2.0,,2.0,0,1850.0
"Huế, Thừa Thiên Huế",,3.0,3.0,4.0,0,56.0
